source_pdf,page,table_index,fee_name,fee_24_25,fee_25_26,gst_25_26,unit_25_26
Mosman NSW - 250105.003.mosplan.feescharges.01_adpt_lr.pdf,33,0,"Note: Underground irrigation system must be marked so that the system is not
damaged by the marquee pegs",,$97.27,$107.00,
Mosman NSW - 250105.003.mosplan.feescharges.01_adpt_lr.pdf,33,0,"The event organiser must also pay the groundperson's wage if supervision during
construction is deemed necessary. Subject to no damage being made and conditions
of approval being complied with security deposit will be refunded.",,Cost Recovery,,"The event organiser must also pay the groundperson's wage if supervision during
construction is deemed necessary. Subject to no damage being made and conditions
of approval being complied with security deposit will be refunded."
Mosman NSW - 250105.003.mosplan.feescharges.01_adpt_lr.pdf,33,0,Supply and placement of Park Bench,,"$2,036.36","$2,240.00",
Mosman NSW - 250105.003.mosplan.feescharges.01_adpt_lr.pdf,33,0,Supply and placement of Picnic Settings,,"$3,363.64","$3,700.00",
Mosman NSW - 250105.003.mosplan.feescharges.01_adpt_lr.pdf,33,0,Supply and placement of Memorial Plaque,,$407.27,$448.00,
Mosman NSW - 250105.003.mosplan.feescharges.01_adpt_lr.pdf,33,0,Refundable Bond – from,,"$3,300.00","$3,300.00",
Mosman NSW - 250105.003.mosplan.feescharges.01_adpt_lr.pdf,33,0,1-3 trees on private or Council property,,$110.00,$110.00,1-3 trees on private or Council property
Mosman NSW - 250105.003.mosplan.feescharges.01_adpt_lr.pdf,33,0,Per additional tree,,$40.00,$40.00,Per additional tree
Mosman NSW - 250105.003.mosplan.feescharges.01_adpt_lr.pdf,33,0,Review/appeal Council decision,,$400.00,$400.00,
Mosman NSW - 250105.003.mosplan.feescharges.01_adpt_lr.pdf,33,0,Application to change Nature Strip,,$54.55,$60.00,Application to change Nature Strip
Mosman NSW - 250105.003.mosplan.feescharges.01_adpt_lr.pdf,34,0,Compost Bin (220L),,$18.18,$20.00,Compost Bin (220L)
Mosman NSW - 250105.003.mosplan.feescharges.01_adpt_lr.pdf,34,0,Reln Worm Factory Worm Farm (63L),,$76.82,$84.50,
Mosman NSW - 250105.003.mosplan.feescharges.01_adpt_lr.pdf,34,0,Vermihut Worm Farm (40L),,$77.73,$85.50,
Mosman NSW - 250105.003.mosplan.feescharges.01_adpt_lr.pdf,34,0,1 x 80 litre mobile garbage bin,,$494.00,$494.00,1 x 80 litre mobile garbage bin
Mosman NSW - 250105.003.mosplan.feescharges.01_adpt_lr.pdf,34,0,1 x 120 litre mobile garbage bin,,$810.00,$810.00,1 x 120 litre mobile garbage bin
Mosman NSW - 250105.003.mosplan.feescharges.01_adpt_lr.pdf,34,0,1 x 240 litre mobile garbage bin (only available to existing 240 litre customers),,"$1,690.00","$1,690.00",1 x 240 litre mobile garbage bin (only available to existing 240 litre customers)
Mosman NSW - 250105.003.mosplan.feescharges.01_adpt_lr.pdf,34,0,Charge to 3m3,,$33.00,$33.00,
Mosman NSW - 250105.003.mosplan.feescharges.01_adpt_lr.pdf,34,0,"Charge per additional cubic metre over 3 cubic metres not exceeding 5 cubic metres
in total per service",,$22.50,$22.50,"Charge per additional cubic metre over 3 cubic metres not exceeding 5 cubic metres
in total per service"
Mosman NSW - 250105.003.mosplan.feescharges.01_adpt_lr.pdf,34,0,Charge to 3m3,,$85.00,$85.00,
Mosman NSW - 250105.003.mosplan.feescharges.01_adpt_lr.pdf,34,0,"Charge per additional cubic metre over 3 cubic metres not exceeding 5 cubic metres
in total per service",,$38.00,$38.00,"Charge per additional cubic metre over 3 cubic metres not exceeding 5 cubic metres
in total per service"
Mosman NSW - 250105.003.mosplan.feescharges.01_adpt_lr.pdf,34,0,Inside Property Bin Collection existing service only,,$330.00,$330.00,Inside Property Bin Collection existing service only
Mosman NSW - 250105.003.mosplan.feescharges.01_adpt_lr.pdf,34,0,80 Litre,,$103.00,$103.00,
Mosman NSW - 250105.003.mosplan.feescharges.01_adpt_lr.pdf,34,0,120 Litre,,$113.00,$113.00,
Mosman NSW - 250105.003.mosplan.feescharges.01_adpt_lr.pdf,34,0,240 Litre,,$134.00,$134.00,
Mosman NSW - 250105.003.mosplan.feescharges.01_adpt_lr.pdf,34,0,80 Litre,,$103.00,$103.00,
Mosman NSW - 250105.003.mosplan.feescharges.01_adpt_lr.pdf,34,0,140 Litre,,$110.00,$110.00,
Mosman NSW - 250105.003.mosplan.feescharges.01_adpt_lr.pdf,34,0,240 Litre,,$134.00,$134.00,
Mosman NSW - 250105.003.mosplan.feescharges.01_adpt_lr.pdf,34,0,240 Litre,,$77.00,$77.00,
Mosman NSW - 250105.003.mosplan.feescharges.01_adpt_lr.pdf,45,0,Small item - up to 1m2,,$89.00,$89.00,Small item - up to 1m2
Mosman NSW - 250105.003.mosplan.feescharges.01_adpt_lr.pdf,45,0,Large item - over 1.5m2,,$175.00,$175.00,Large item - over 1.5m2
Mosman NSW - 250105.003.mosplan.feescharges.01_adpt_lr.pdf,45,0,Items eg. shopping trolleys and shared devices,,$129.00,$129.00,Items eg. shopping trolleys and shared devices
Mosman NSW - 250105.003.mosplan.feescharges.01_adpt_lr.pdf,45,0,Sale of Abandoned Motor Vehicles/Articles,,per contractual agreement,,Sale of Abandoned Motor Vehicles/Articles
Mosman NSW - 250105.003.mosplan.feescharges.01_adpt_lr.pdf,45,0,Small – up to 1m² and up to .6m wide to collect signs impounded by Council,,$70.00,$70.00,Small – up to 1m² and up to .6m wide to collect signs impounded by Council
Mosman NSW - 250105.003.mosplan.feescharges.01_adpt_lr.pdf,45,0,Medium – over 1m² and up to 1.5m2 to collect signs impounded by Council,,$100.00,$100.00,Medium – over 1m² and up to 1.5m2 to collect signs impounded by Council
Mosman NSW - 250105.003.mosplan.feescharges.01_adpt_lr.pdf,45,0,Large – over 1.5m2 collect signs impounded by Council,,$134.00,$134.00,Large – over 1.5m2 collect signs impounded by Council
Mosman NSW - 250105.003.mosplan.feescharges.01_adpt_lr.pdf,45,0,Small – up to 5m2,,$134.00,$134.00,Small – up to 5m2
Mosman NSW - 250105.003.mosplan.feescharges.01_adpt_lr.pdf,45,0,Large – more than 5m2,,$210.00,$210.00,Large – more than 5m2
Mosman NSW - 250105.003.mosplan.feescharges.01_adpt_lr.pdf,45,0,Dog – Registration (by Eligible Pensioner),,$35.00,$35.00,Dog – Registration (by Eligible Pensioner)
Mosman NSW - 250105.003.mosplan.feescharges.01_adpt_lr.pdf,45,0,Dog - Desexed (sold/transferred by pound/shelter or rehoming organisation),,$0.00,$0.00,Dog - Desexed (sold/transferred by pound/shelter or rehoming organisation)
Mosman NSW - 250105.003.mosplan.feescharges.01_adpt_lr.pdf,45,0,Dog - Registrations (desexing not recommended),,$80.00,$80.00,Dog - Registrations (desexing not recommended)
Mosman NSW - 250105.003.mosplan.feescharges.01_adpt_lr.pdf,45,0,Dog – Not Desexed (not recommended eligible pensioner),,$35.00,$35.00,Dog – Not Desexed (not recommended eligible pensioner)
Mosman NSW - 250105.003.mosplan.feescharges.01_adpt_lr.pdf,45,0,Dog - Registration (recognised breeder),,$80.00,$80.00,Dog - Registration (recognised breeder)
Mosman NSW - 250105.003.mosplan.feescharges.01_adpt_lr.pdf,45,0,Dog – Working,,$0.00,$0.00,Dog – Working
Mosman NSW - 250105.003.mosplan.feescharges.01_adpt_lr.pdf,45,0,Dog – Service of the State,,$0.00,$0.00,Dog – Service of the State
Mosman NSW - 250105.003.mosplan.feescharges.01_adpt_lr.pdf,45,0,Assistance Animal,,$0.00,$0.00,Assistance Animal
Mosman NSW - 250105.003.mosplan.feescharges.01_adpt_lr.pdf,45,0,Cat - Registration (eligible pensioner),,$35.00,$35.00,Cat - Registration (eligible pensioner)
Mosman NSW - 250105.003.mosplan.feescharges.01_adpt_lr.pdf,45,0,Cat - Desexed (sold/transferred by pound/shelter or rehoming organisation),,$0.00,$0.00,Cat - Desexed (sold/transferred by pound/shelter or rehoming organisation)
Mosman NSW - 250105.003.mosplan.feescharges.01_adpt_lr.pdf,45,0,Cat - Registration (desexing not recommended),,$70.00,$70.00,Cat - Registration (desexing not recommended)
Mosman NSW - 250105.003.mosplan.feescharges.01_adpt_lr.pdf,45,0,Cat – Registration (desexing not recommended eligible pensioner),,$35.00,$35.00,Cat – Registration (desexing not recommended eligible pensioner)
Mosman NSW - 250105.003.mosplan.feescharges.01_adpt_lr.pdf,45,0,Cat - Registration (recognised breeder),,$70.00,$70.00,Cat - Registration (recognised breeder)
Mosman NSW - 250105.003.mosplan.feescharges.01_adpt_lr.pdf,45,0,Cat not desexed by four months of age,,$99.00,$99.00,Cat not desexed by four months of age
Mosman NSW - 250105.003.mosplan.feescharges.01_adpt_lr.pdf,45,0,Dangerous dog,,$236.00,$236.00,Dangerous dog
North Sydney NSW - 3648e7fa36da85edad58e4a5227ad759Draft-Fees-and-Charges-Schedule-2025-26_1749605838.pdf,69,0,Litter Bin Charges Apply,"Refer to Cleaning Charges Parks, Ovals & Reserves. Non-refundable if booking cancelled
within 2 days of event.",,,Litter Bin Charges Apply
North Sydney NSW - 3648e7fa36da85edad58e4a5227ad759Draft-Fees-and-Charges-Schedule-2025-26_1749605838.pdf,69,0,Applicable Hire rates – Surcharge,25% surcharge on listed fee for organisations excluding registered charities or NPO,,,
North Sydney NSW - 3648e7fa36da85edad58e4a5227ad759Draft-Fees-and-Charges-Schedule-2025-26_1749605838.pdf,69,0,D,"Last year fee
25% surcharge on listed fee for organisations excluding registered charities or NPO",,,
North Sydney NSW - 3648e7fa36da85edad58e4a5227ad759Draft-Fees-and-Charges-Schedule-2025-26_1749605838.pdf,70,0,Hourly Rate - Additional Grounds Staff on Weekends,$69.00,$64.55,$71.00,Hourly Rate - Additional Grounds Staff on Weekends
North Sydney NSW - 3648e7fa36da85edad58e4a5227ad759Draft-Fees-and-Charges-Schedule-2025-26_1749605838.pdf,70,0,Hourly Rate - Additional Grounds Staff on Weekends,$69.00,$64.55,$71.00,Hourly Rate - Additional Grounds Staff on Weekends
North Sydney NSW - 3648e7fa36da85edad58e4a5227ad759Draft-Fees-and-Charges-Schedule-2025-26_1749605838.pdf,100,0,Amendment to Construction Certificate,50% of original construction certificate fee,,,
North Sydney NSW - 3648e7fa36da85edad58e4a5227ad759Draft-Fees-and-Charges-Schedule-2025-26_1749605838.pdf,100,0,Resubmitted Construction Certificate application (Previously refused by Council),50% of original Construction Certificate fee,,,Resubmitted Construction Certificate application (Previously refused by Council)
Northern Beaches NSW - Fees_Booklet_for_Council_ReportOPT.pdf,42,0,n's Centre,,n's Centre,,
Northern Beaches NSW - Fees_Booklet_for_Council_ReportOPT.pdf,42,0,"om per day $177.00 No Market Based
Pricing",,"om per day $177.00 No Market Based
Pricing",,"om per day $177.00 No Market Based
Pricing"
Northern Beaches NSW - Fees_Booklet_for_Council_ReportOPT.pdf,42,0,"om per day $164.00 No Market Based
Pricing",,"om per day $164.00 No Market Based
Pricing",,"om per day $164.00 No Market Based
Pricing"
Northern Beaches NSW - Fees_Booklet_for_Council_ReportOPT.pdf,42,0,"om per day $143.00 No Market Based
Pricing",,"om per day $143.00 No Market Based
Pricing",,"om per day $143.00 No Market Based
Pricing"
Northern Beaches NSW - Fees_Booklet_for_Council_ReportOPT.pdf,42,0,"per 5 minutes $17.20 No Full Cost
Recovery",,"per 5 minutes $17.20 No Full Cost
Recovery",,"per 5 minutes $17.20 No Full Cost
Recovery"
Northern Beaches NSW - Fees_Booklet_for_Council_ReportOPT.pdf,42,0,"ction attempt each $3.50 Yes Full Cost
Recovery",,"ction attempt each $3.50 Yes Full Cost
Recovery",,"ction attempt each $3.50 Yes Full Cost
Recovery"
Northern Beaches NSW - Fees_Booklet_for_Council_ReportOPT.pdf,42,0,"lied to accounts 28 days in arrears each $13.10 No Full Cost
Recovery",,"lied to accounts 28 days in arrears each $13.10 No Full Cost
Recovery",,"lied to accounts 28 days in arrears each $13.10 No Full Cost
Recovery"
Northern Beaches NSW - Fees_Booklet_for_Council_ReportOPT.pdf,42,0,entre,,entre,,
Northern Beaches NSW - Fees_Booklet_for_Council_ReportOPT.pdf,42,0,"0am to 3.30pm per hour $25.00 No Market Based
Pricing",,"0am to 3.30pm per hour $25.00 No Market Based
Pricing",,"0am to 3.30pm per hour $25.00 No Market Based
Pricing"
Northern Beaches NSW - Fees_Booklet_for_Council_ReportOPT.pdf,42,0,"30pm per day $133.00 No Market Based
Pricing",,"30pm per day $133.00 No Market Based
Pricing",,"30pm per day $133.00 No Market Based
Pricing"
Northern Beaches NSW - Fees_Booklet_for_Council_ReportOPT.pdf,42,0,"30 AM on day of care per charge $19.60 No Full Cost
Recovery",,"30 AM on day of care per charge $19.60 No Full Cost
Recovery",,"30 AM on day of care per charge $19.60 No Full Cost
Recovery"
Northern Beaches NSW - Fees_Booklet_for_Council_ReportOPT.pdf,42,0,"per 5 minutes $17.20 No Full Cost
Recovery",,"per 5 minutes $17.20 No Full Cost
Recovery",,"per 5 minutes $17.20 No Full Cost
Recovery"
Northern Beaches NSW - Fees_Booklet_for_Council_ReportOPT.pdf,42,0,"ction attempt each $3.50 Yes Full Cost
Recovery",,"ction attempt each $3.50 Yes Full Cost
Recovery",,"ction attempt each $3.50 Yes Full Cost
Recovery"
Northern Beaches NSW - Fees_Booklet_for_Council_ReportOPT.pdf,42,0,"lied to accounts 28 days in arrears each $13.10 No Full Cost
Recovery",,"lied to accounts 28 days in arrears each $13.10 No Full Cost
Recovery",,"lied to accounts 28 days in arrears each $13.10 No Full Cost
Recovery"
Northern Beaches NSW - Fees_Booklet_for_Council_ReportOPT.pdf,42,0,term only,,term only,,
Northern Beaches NSW - Fees_Booklet_for_Council_ReportOPT.pdf,42,0,"or before 31 July receiving Start Strong Funding per day $21.00 No Market Based
Pricing",,"or before 31 July receiving Start Strong Funding per day $21.00 No Market Based
Pricing",,"or before 31 July receiving Start Strong Funding per day $21.00 No Market Based
Pricing"
Northern Beaches NSW - Fees_Booklet_for_Council_ReportOPT.pdf,42,0,"or before 31 July receiving Start Strong Funding per day $12.00 No Market Based
Pricing",,"or before 31 July receiving Start Strong Funding per day $12.00 No Market Based
Pricing",,"or before 31 July receiving Start Strong Funding per day $12.00 No Market Based
Pricing"
Northern Beaches NSW - Fees_Booklet_for_Council_ReportOPT.pdf,42,0,"and Aboriginal families (criteria apply) per day $10.90 No Market Based
Pricing",,"and Aboriginal families (criteria apply) per day $10.90 No Market Based
Pricing",,"and Aboriginal families (criteria apply) per day $10.90 No Market Based
Pricing"
Northern Beaches NSW - Fees_Booklet_for_Council_ReportOPT.pdf,42,0,"or before 31 July per day $72.00 No Market Based
Pricing",,"or before 31 July per day $72.00 No Market Based
Pricing",,"or before 31 July per day $72.00 No Market Based
Pricing"
Northern Beaches NSW - Fees_Booklet_for_Council_ReportOPT.pdf,42,0,"or before 31 July per day $69.00 No Market Based
Pricing",,"or before 31 July per day $69.00 No Market Based
Pricing",,"or before 31 July per day $69.00 No Market Based
Pricing"
Northern Beaches NSW - Fees_Booklet_for_Council_ReportOPT.pdf,42,0,"per 5 minutes $13.10 No Full Cost
Recovery",,"per 5 minutes $13.10 No Full Cost
Recovery",,"per 5 minutes $13.10 No Full Cost
Recovery"
Northern Beaches NSW - Fees_Booklet_for_Council_ReportOPT.pdf,42,0,"ction attempt each $3.50 Yes Full Cost
Recovery",,"ction attempt each $3.50 Yes Full Cost
Recovery",,"ction attempt each $3.50 Yes Full Cost
Recovery"
Northern Beaches NSW - Fees_Booklet_for_Council_ReportOPT.pdf,42,0,"lied to accounts 28 days in arrears each $17.20 No Full Cost
Recovery",,"lied to accounts 28 days in arrears each $17.20 No Full Cost
Recovery",,"lied to accounts 28 days in arrears each $17.20 No Full Cost
Recovery"
Northern Beaches NSW - Fees_Booklet_for_Council_ReportOPT.pdf,42,0,ren's Centre,,ren's Centre,,
Northern Beaches NSW - Fees_Booklet_for_Council_ReportOPT.pdf,42,0,"om per day $187.00 No Market Based
Pricing",,"om per day $187.00 No Market Based
Pricing",,"om per day $187.00 No Market Based
Pricing"
Northern Beaches NSW - Fees_Booklet_for_Council_ReportOPT.pdf,42,0,"om per day $176.00 No Market Based
Pricing",,"om per day $176.00 No Market Based
Pricing",,"om per day $176.00 No Market Based
Pricing"
Northern Beaches NSW - Fees_Booklet_for_Council_ReportOPT.pdf,42,0,"om per day $157.00 No Market Based
Pricing",,"om per day $157.00 No Market Based
Pricing",,"om per day $157.00 No Market Based
Pricing"
Northern Beaches NSW - Fees_Booklet_for_Council_ReportOPT.pdf,42,0,"per 5 minutes $17.20 No Full Cost
Recovery",,"per 5 minutes $17.20 No Full Cost
Recovery",,"per 5 minutes $17.20 No Full Cost
Recovery"
Northern Beaches NSW - Fees_Booklet_for_Council_ReportOPT.pdf,42,0,"ction attempt each $3.50 Yes Full Cost
Recovery",,"ction attempt each $3.50 Yes Full Cost
Recovery",,"ction attempt each $3.50 Yes Full Cost
Recovery"
Northern Beaches NSW - Fees_Booklet_for_Council_ReportOPT.pdf,42,0,"lied to accounts 28 days in arrears each $13.10 No Full Cost
Recovery",,"lied to accounts 28 days in arrears each $13.10 No Full Cost
Recovery",,"lied to accounts 28 days in arrears each $13.10 No Full Cost
Recovery"
Northern Beaches NSW - Fees_Booklet_for_Council_ReportOPT.pdf,42,0,l Compliance,,l Compliance,,
Northern Beaches NSW - Fees_Booklet_for_Council_ReportOPT.pdf,42,0,nt (Companion Animals Registration),,nt (Companion Animals Registration),,
Northern Beaches NSW - Fees_Booklet_for_Council_ReportOPT.pdf,42,0,"per application Zero No Legislative
Requirements
(Regulatory)",,"per application Zero No Legislative
Requirements
(Regulatory)",,"per application Zero No Legislative
Requirements
(Regulatory)"
Northern Beaches NSW - Fees_Booklet_for_Council_ReportOPT.pdf,42,0,"y 1999 where ownership has not changed per application Zero No Legislative
Requirements
(Regulatory)",,"y 1999 where ownership has not changed per application Zero No Legislative
Requirements
(Regulatory)",,"y 1999 where ownership has not changed per application Zero No Legislative
Requirements
(Regulatory)"
Northern Beaches NSW - Fees_Booklet_for_Council_ReportOPT.pdf,58,0,"I
Units",,"I
2025 -2026 Fee $","I GST
Applicable","I
Units"
Northern Beaches NSW - Fees_Booklet_for_Council_ReportOPT.pdf,59,0,"I
Units",,"I I GST I Pricing
2025 -2026 Fee $
Applicable Methodology",,"I
Units"
Northern Beaches NSW - Fees_Booklet_for_Council_ReportOPT.pdf,59,0,Care group rate (minimum 20) group ra,,"te, per $31.60 Yes Partial Cost
student Recovery",,Care group rate (minimum 20) group ra
Northern Beaches NSW - Fees_Booklet_for_Council_ReportOPT.pdf,74,0,"I
e Units","I
e Units","I I GST I Pricing
2025 -2026 Fee $
Applicable Methodology",,
Northern Beaches NSW - Fees_Booklet_for_Council_ReportOPT.pdf,74,0,"w season -Avalon Cabin -Access Friendly (rates for 4 people, max occupancy 4 per night $248.00 Yes Market Based
ople) -Sunday -Thursday Pricing","w season -Avalon Cabin -Access Friendly (rates for 4 people, max occupancy 4 per night $248.00 Yes Market Based
ople) -Sunday -Thursday Pricing",,,"w season -Avalon Cabin -Access Friendly (rates for 4 people, max occupancy 4 per night $248.00 Yes Market Based
ople) -Sunday -Thursday Pricing"
Northern Beaches NSW - Fees_Booklet_for_Council_ReportOPT.pdf,74,0,"w season -Bungalow/ Collaroy Cabin (rates for 4 people, max occupancy 5 per week $1,524.00 Yes Market Based
ople) Pricing","w season -Bungalow/ Collaroy Cabin (rates for 4 people, max occupancy 5 per week $1,524.00 Yes Market Based
ople) Pricing",,,"w season -Bungalow/ Collaroy Cabin (rates for 4 people, max occupancy 5 per week $1,524.00 Yes Market Based
ople) Pricing"
Northern Beaches NSW - Fees_Booklet_for_Council_ReportOPT.pdf,74,0,"w season -Bungalow/ Collaroy Cabin (rates for 4 people, max occupancy 5 per night $302.00 Yes Market Based
ople) -Friday -Saturday Pricing","w season -Bungalow/ Collaroy Cabin (rates for 4 people, max occupancy 5 per night $302.00 Yes Market Based
ople) -Friday -Saturday Pricing",,,"w season -Bungalow/ Collaroy Cabin (rates for 4 people, max occupancy 5 per night $302.00 Yes Market Based
ople) -Friday -Saturday Pricing"
Northern Beaches NSW - Fees_Booklet_for_Council_ReportOPT.pdf,74,0,"w season -Bungalow/ Collaroy Cabin (rates for 4 people, max occupancy 5 per night $230.00 Yes Market Based
ople) -Sunday -Thursday Pricing","w season -Bungalow/ Collaroy Cabin (rates for 4 people, max occupancy 5 per night $230.00 Yes Market Based
ople) -Sunday -Thursday Pricing",,,"w season -Bungalow/ Collaroy Cabin (rates for 4 people, max occupancy 5 per night $230.00 Yes Market Based
ople) -Sunday -Thursday Pricing"
Northern Beaches NSW - Fees_Booklet_for_Council_ReportOPT.pdf,74,0,"w season -Bunkhouse (rates for 4 people, max occupancy 4 people) per week $1,060.00 Yes Market Based
Pricing","w season -Bunkhouse (rates for 4 people, max occupancy 4 people) per week $1,060.00 Yes Market Based
Pricing",,,"w season -Bunkhouse (rates for 4 people, max occupancy 4 people) per week $1,060.00 Yes Market Based
Pricing"
Northern Beaches NSW - Fees_Booklet_for_Council_ReportOPT.pdf,74,0,"w season -Bunkhouse (rates for 4 people, max occupancy 4 people) -Friday - per night $196.00 Yes Market Based
turday Pricing","w season -Bunkhouse (rates for 4 people, max occupancy 4 people) -Friday - per night $196.00 Yes Market Based
turday Pricing",,,"w season -Bunkhouse (rates for 4 people, max occupancy 4 people) -Friday - per night $196.00 Yes Market Based
turday Pricing"
Northern Beaches NSW - Fees_Booklet_for_Council_ReportOPT.pdf,74,0,"w season -Bunkhouse (rates for 4 people, max occupancy 4 people) -Sunday - per night $167.00 Yes Market Based
ursday Pricing","w season -Bunkhouse (rates for 4 people, max occupancy 4 people) -Sunday - per night $167.00 Yes Market Based
ursday Pricing",,,"w season -Bunkhouse (rates for 4 people, max occupancy 4 people) -Sunday - per night $167.00 Yes Market Based
ursday Pricing"
Northern Beaches NSW - Fees_Booklet_for_Council_ReportOPT.pdf,74,0,"w season -Lakeview Villa (rates for 4 people, max occupancy 4 people) per week $2,019.00 Yes Market Based
Pricing","w season -Lakeview Villa (rates for 4 people, max occupancy 4 people) per week $2,019.00 Yes Market Based
Pricing",,,"w season -Lakeview Villa (rates for 4 people, max occupancy 4 people) per week $2,019.00 Yes Market Based
Pricing"
Northern Beaches NSW - Fees_Booklet_for_Council_ReportOPT.pdf,74,0,"w season -Lakeview Villa (rates for 4 people, max occupancy 4 people) -Friday - per night $386.00 Yes Market Based
turday Pricing","w season -Lakeview Villa (rates for 4 people, max occupancy 4 people) -Friday - per night $386.00 Yes Market Based
turday Pricing",,,"w season -Lakeview Villa (rates for 4 people, max occupancy 4 people) -Friday - per night $386.00 Yes Market Based
turday Pricing"
Northern Beaches NSW - Fees_Booklet_for_Council_ReportOPT.pdf,74,0,"w season -Lakeview Villa (rates for 4 people, max occupancy 4 people) -Sunday per night $312.00 Yes Market Based
hursday Pricing","w season -Lakeview Villa (rates for 4 people, max occupancy 4 people) -Sunday per night $312.00 Yes Market Based
hursday Pricing",,,"w season -Lakeview Villa (rates for 4 people, max occupancy 4 people) -Sunday per night $312.00 Yes Market Based
hursday Pricing"
Northern Beaches NSW - Fees_Booklet_for_Council_ReportOPT.pdf,74,0,"w season -Narrabeen Cabin (rates for 4 people, max occupancy 6 people) per week $1,643.00 Yes Market Based
Pricing","w season -Narrabeen Cabin (rates for 4 people, max occupancy 6 people) per week $1,643.00 Yes Market Based
Pricing",,,"w season -Narrabeen Cabin (rates for 4 people, max occupancy 6 people) per week $1,643.00 Yes Market Based
Pricing"
Northern Beaches NSW - Fees_Booklet_for_Council_ReportOPT.pdf,74,0,"w season -Narrabeen Cabin (rates for 4 people, max occupancy 6 people) - per night $326.00 Yes Market Based
day -Saturday Pricing","w season -Narrabeen Cabin (rates for 4 people, max occupancy 6 people) - per night $326.00 Yes Market Based
day -Saturday Pricing",,,"w season -Narrabeen Cabin (rates for 4 people, max occupancy 6 people) - per night $326.00 Yes Market Based
day -Saturday Pricing"
Northern Beaches NSW - Fees_Booklet_for_Council_ReportOPT.pdf,74,0,"w season -Narrabeen Cabin (rates for 4 people, max occupancy 6 people) - per night $248.00 Yes Market Based
nday -Thursday Pricing","w season -Narrabeen Cabin (rates for 4 people, max occupancy 6 people) - per night $248.00 Yes Market Based
nday -Thursday Pricing",,,"w season -Narrabeen Cabin (rates for 4 people, max occupancy 6 people) - per night $248.00 Yes Market Based
nday -Thursday Pricing"
Northern Beaches NSW - Fees_Booklet_for_Council_ReportOPT.pdf,74,0,"w season -Palm Cabin (rates for 4 people, max occupancy 5 people) per week $1,643.00 Yes Market Based
Pricing","w season -Palm Cabin (rates for 4 people, max occupancy 5 people) per week $1,643.00 Yes Market Based
Pricing",,,"w season -Palm Cabin (rates for 4 people, max occupancy 5 people) per week $1,643.00 Yes Market Based
Pricing"
Northern Beaches NSW - Fees_Booklet_for_Council_ReportOPT.pdf,74,0,"w season -Palm Cabin (rates for 4 people, max occupancy 5 people) -Friday - per night $326.00 Yes Market Based
turday Pricing","w season -Palm Cabin (rates for 4 people, max occupancy 5 people) -Friday - per night $326.00 Yes Market Based
turday Pricing",,,"w season -Palm Cabin (rates for 4 people, max occupancy 5 people) -Friday - per night $326.00 Yes Market Based
turday Pricing"
Northern Beaches NSW - Fees_Booklet_for_Council_ReportOPT.pdf,74,0,"w season -Palm Cabin (rates for 4 people, max occupancy 5 people) -Sunday - per night $248.00 Yes Market Based
ursday Pricing","w season -Palm Cabin (rates for 4 people, max occupancy 5 people) -Sunday - per night $248.00 Yes Market Based
ursday Pricing",,,"w season -Palm Cabin (rates for 4 people, max occupancy 5 people) -Sunday - per night $248.00 Yes Market Based
ursday Pricing"
Northern Beaches NSW - Fees_Booklet_for_Council_ReportOPT.pdf,74,0,"w season -Standard Studio Cabin (rates for 2 people, max occupancy 2 people) per week $1,024.00 Yes Market Based
Pricing","w season -Standard Studio Cabin (rates for 2 people, max occupancy 2 people) per week $1,024.00 Yes Market Based
Pricing",,,"w season -Standard Studio Cabin (rates for 2 people, max occupancy 2 people) per week $1,024.00 Yes Market Based
Pricing"
Northern Beaches NSW - Fees_Booklet_for_Council_ReportOPT.pdf,74,0,"w season -Standard Studio Cabin (rates for 2 people, max occupancy 2 people) - per night $193.00 Yes Market Based
day -Saturday Pricing","w season -Standard Studio Cabin (rates for 2 people, max occupancy 2 people) - per night $193.00 Yes Market Based
day -Saturday Pricing",,,"w season -Standard Studio Cabin (rates for 2 people, max occupancy 2 people) - per night $193.00 Yes Market Based
day -Saturday Pricing"
Northern Beaches NSW - Fees_Booklet_for_Council_ReportOPT.pdf,74,0,"w season -Standard Studio Cabin (rates for 2 people, max occupancy 2 people) - per night $160.00 Yes Market Based
nday -Thursday Pricing","w season -Standard Studio Cabin (rates for 2 people, max occupancy 2 people) - per night $160.00 Yes Market Based
nday -Thursday Pricing",,,"w season -Standard Studio Cabin (rates for 2 people, max occupancy 2 people) - per night $160.00 Yes Market Based
nday -Thursday Pricing"
Northern Beaches NSW - Fees_Booklet_for_Council_ReportOPT.pdf,74,0,"w season -Studio Cabin (rates for 2 people, max occupancy 2 people) per week $1,107.00 Yes Market Based
Pricing","w season -Studio Cabin (rates for 2 people, max occupancy 2 people) per week $1,107.00 Yes Market Based
Pricing",,,"w season -Studio Cabin (rates for 2 people, max occupancy 2 people) per week $1,107.00 Yes Market Based
Pricing"
Northern Beaches NSW - Fees_Booklet_for_Council_ReportOPT.pdf,74,0,"w season -Studio Cabin (rates for 2 people, max occupancy 2 people) -Friday - per night $206.00 Yes Market Based
turday Pricing","w season -Studio Cabin (rates for 2 people, max occupancy 2 people) -Friday - per night $206.00 Yes Market Based
turday Pricing",,,"w season -Studio Cabin (rates for 2 people, max occupancy 2 people) -Friday - per night $206.00 Yes Market Based
turday Pricing"
